tool,preset,effect_pattern,effect_sigma_mult,noise_model,attacker_threshold_ns,dataset_id,samples_per_class,detected,statistic,p_value,time_ms,samples_used,status,outcome
timing-tvla,medium,shift,0.2,ar1-0.3,,20,5000,false,,,0,10000,"|t|=4.38, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,20,5000,true,0.999920,,1,10000,"D=0.0450, p=0.0001, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,20,5000,true,0.999865,,0,10000,"A²=9.8067, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,20,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,iid,0.4,27,5000,true,1.000000,,393,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
silent-native,medium,shift,0.2,ar1-0.3,,18,5000,false,0.050000,,272,10000,"diff=33.7ns, CI_lower=21.8ns, Δ=168.9ns",pass
rtlf-native,medium,shift,0.2,ar1-0.6,,16,5000,false,0.090000,,3439,10000,"no significant deciles, max_excess=0.83",pass
tacet,medium,shift,0.2,iid,0.4,2,5000,true,1.000000,,367,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
silent-native,medium,shift,0.2,ar1-0.3,,27,5000,false,0.050000,,284,10000,"diff=26.8ns, CI_lower=16.2ns, Δ=173.1ns",pass
tacet,medium,shift,0.2,iid,0.4,8,5000,true,1.000000,,412,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
tacet,medium,shift,0.2,ar1-0.6,0.4,23,5000,false,0.098958,,331,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.09895833333333333, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0.2,ar1-0.6,,16,5000,false,0.050000,,221,10000,"diff=14.9ns, CI_lower=3.3ns, Δ=170.4ns",pass
tacet,medium,shift,0.2,ar1-0.3,0.4,3,5000,false,0.901042,,393,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.9010416666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,iid,100,2,5000,false,0.000000,,331,5000,Pass (P=0.0%),pass
rtlf-native,medium,shift,0.2,ar1-0.6,,23,5000,false,0.090000,,3413,10000,"no significant deciles, max_excess=0.91",pass
dudect,medium,shift,0.2,iid,,2,5000,true,,,9,9981,"max|t|=11.58, tau=-0.1159, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,2,5000,true,,,0,10000,"|t|=11.47, threshold=4.5",fail
mona,medium,shift,0.2,ar1-0.3,,3,5000,true,,,0,10000,non-overlapping box found at [52-57%],fail
tacet,medium,shift,0.2,ar1-0.3,0.4,19,5000,false,0.447917,,366,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.4479166666666667, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,28,5000,false,0.109375,,335,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.109375, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,iid,100,27,5000,false,0.000000,,469,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,27,5000,true,,,10,10000,"max|t|=8.29, tau=-0.0829, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,27,5000,true,,,0,10000,"|t|=8.29, threshold=4.5",fail
rtlf-native,medium,shift,0.2,iid,,13,5000,true,0.910000,,3242,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.09",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,15,5000,true,0.910000,,3343,10000,"significant at deciles [10, 70], max_excess=1.08",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,4,5000,true,0.910000,,3383,10000,"significant at deciles [70, 80], max_excess=1.30",fail
tacet,medium,shift,0.2,iid,100,8,5000,false,0.000000,,342,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,8,5000,true,,,3,9987,"max|t|=9.55, tau=-0.0956, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,8,5000,true,,,0,10000,"|t|=9.44, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,8,5000,true,1.000000,,0,10000,"D=0.0828, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,iid,,8,5000,true,1.000000,,4,10000,"A²=43.6835, p=0.0000, alpha=0.05",fail
tacet,medium,shift,0.2,ar1-0.6,100,23,5000,false,0.000000,,350,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,23,5000,false,,,3,6208,"max|t|=3.10, tau=-0.0393, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,23,5000,false,,,0,10000,"|t|=3.01, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,23,5000,true,0.968383,,1,10000,"D=0.0288, p=0.0316, alpha=0.05",fail
dudect,medium,shift,0.2,ar1-0.3,,3,5000,true,,,7,9988,"max|t|=6.47, tau=-0.0647, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,3,5000,true,,,0,10000,"|t|=6.24, threshold=4.5",fail
ad-test,medium,shift,0.2,ar1-0.6,,23,5000,true,0.993786,,0,10000,"A²=4.2987, p=0.0062, alpha=0.05",fail
ks-test,medium,shift,0.2,ar1-0.3,,3,5000,true,0.999999,,2,10000,"D=0.0542, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,3,5000,true,0.999999,,0,10000,"A²=19.0945, p=0.0000, alpha=0.05",fail
dudect,medium,shift,0.2,ar1-0.6,,17,5000,false,,,3,6453,"max|t|=1.43, tau=-0.0179, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,17,5000,false,,,0,10000,"|t|=1.09, threshold=4.5",pass
dudect,medium,shift,0.2,ar1-0.6,,25,5000,true,,,4,10000,"max|t|=7.22, tau=-0.0722, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,25,5000,true,,,0,10000,"|t|=7.22, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,25,5000,true,1.000000,,1,10000,"D=0.0630, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,25,5000,true,1.000000,,0,10000,"A²=25.7066, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,25,5000,true,,,0,10000,non-overlapping box found at [37-42%],fail
tacet,medium,shift,0.2,ar1-0.6,0.4,17,5000,false,0.036458,,330,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 40.96316101499432, leak_probability_at_eff: 0.036458333333333336, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 41.0ns; P=3.6% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
silent-native,medium,shift,0.2,ar1-0.6,,23,5000,false,0.050000,,289,10000,"diff=20.3ns, CI_lower=9.2ns, Δ=168.3ns",pass
tacet,medium,shift,0.2,ar1-0.3,100,3,5000,false,0.005208,,352,5000,Pass (P=0.5%),pass
timing-tvla,medium,shift,0.2,ar1-0.6,,28,5000,false,,,0,10000,"|t|=3.53, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,28,5000,true,0.982579,,1,10000,"D=0.0308, p=0.0174, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,28,5000,true,0.998864,,0,10000,"A²=5.6973, p=0.0011, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,28,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,ar1-0.6,,10,5000,false,0.090000,,3359,10000,"no significant deciles, max_excess=0.97",pass
silent-native,medium,shift,0.2,iid,,13,5000,false,0.050000,,250,10000,"diff=32.4ns, CI_lower=27.5ns, Δ=75.1ns",pass
tacet,medium,shift,0.2,ar1-0.3,100,28,5000,false,0.000000,,332,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,28,5000,false,,,3,9990,"max|t|=3.98, tau=-0.0398, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,28,5000,false,,,0,10000,"|t|=3.97, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,28,5000,true,0.998023,,1,10000,"D=0.0372, p=0.0020, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,28,5000,true,0.999524,,0,10000,"A²=7.2853, p=0.0005, alpha=0.05",fail
tacet,medium,shift,0.2,ar1-0.3,100,19,5000,false,0.000000,,379,5000,Pass (P=0.0%),pass
silent-native,medium,shift,0.2,ar1-0.3,,15,5000,false,0.050000,,249,10000,"diff=19.9ns, CI_lower=9.1ns, Δ=168.5ns",pass
dudect,medium,shift,0.2,ar1-0.3,,19,5000,true,,,5,9896,"max|t|=4.77, tau=-0.0479, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.6,,24,5000,true,1.000000,,1,10000,"D=0.0668, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.6,,24,5000,true,0.999999,,0,10000,"A²=20.4916, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,24,5000,true,,,0,10000,non-overlapping box found at [24-29%],fail
silent-native,medium,shift,0.2,ar1-0.6,,4,5000,false,0.050000,,245,10000,"diff=26.0ns, CI_lower=14.0ns, Δ=172.0ns",pass
dudect,medium,shift,0.2,ar1-0.6,,24,5000,true,,,5,9113,"max|t|=6.50, tau=-0.0680, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,24,5000,true,,,0,10000,"|t|=5.83, threshold=4.5",fail
ad-test,medium,shift,0.2,iid,,14,5000,true,1.000000,,0,10000,"A²=47.0011, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,iid,,14,5000,true,,,0,10000,non-overlapping box found at [19-24%],fail
silent-native,medium,shift,0.2,ar1-0.6,,10,5000,false,0.050000,,235,10000,"diff=12.4ns, CI_lower=1.4ns, Δ=169.5ns",pass
tacet,medium,shift,0.2,ar1-0.6,100,17,5000,false,0.000000,,368,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,iid,100,14,5000,false,0.000000,,376,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,iid,,14,5000,true,,,10,9982,"max|t|=9.94, tau=-0.0995, threshold=4.5",fail
timing-tvla,medium,shift,0.2,iid,,14,5000,true,,,0,10000,"|t|=9.91, threshold=4.5",fail
ks-test,medium,shift,0.2,iid,,14,5000,true,1.000000,,0,10000,"D=0.0874, p=0.0000, alpha=0.05",fail
timing-tvla,medium,shift,0.2,ar1-0.6,,26,5000,false,,,0,10000,"|t|=2.23, threshold=4.5",pass
ad-test,medium,shift,0.2,ar1-0.6,,26,5000,false,0.928345,,0,10000,"A²=2.2020, p=0.0717, alpha=0.05",pass
ks-test,medium,shift,0.2,ar1-0.6,,26,5000,false,0.902973,,1,10000,"D=0.0246, p=0.0970, alpha=0.05",pass
mona,medium,shift,0.2,ar1-0.6,,26,5000,false,,,0,10000,no non-overlapping box found,pass
ad-test,medium,shift,0.2,ar1-0.6,,27,5000,true,0.999101,,0,10000,"A²=6.0129, p=0.0009, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,27,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,iid,,14,5000,false,0.050000,,242,10000,"diff=29.9ns, CI_lower=24.7ns, Δ=75.4ns",pass
tacet,medium,shift,0.2,ar1-0.6,0.4,26,5000,false,0.041667,,362,5000,"Inconclusive: ThresholdElevated { theta_user: 0.4, theta_eff: 37.34268650013168, leak_probability_at_eff: 0.041666666666666664, meets_pass_criterion_at_eff: true, achievable_at_max: false, message: ""Threshold elevated from 0ns to 37.3ns; P=4.2% at elevated threshold"", guidance: ""Use more samples or a higher-resolution timer to achieve the requested threshold."" }",inconclusive
silent-native,medium,shift,0.2,ar1-0.3,,20,5000,false,0.050000,,267,10000,"diff=29.4ns, CI_lower=17.2ns, Δ=167.5ns",pass
tacet,medium,shift,0.2,ar1-0.6,0.4,25,5000,false,0.854167,,354,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.8541666666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,0.4,11,5000,false,0.052083,,368,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.052083333333333336, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,100,25,5000,false,0.057292,,348,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.057291666666666664, samples_collected: 5000 }",inconclusive
silent-native,medium,shift,0.2,ar1-0.6,,24,5000,false,0.050000,,229,10000,"diff=39.9ns, CI_lower=28.7ns, Δ=171.3ns",pass
dudect,medium,shift,0.2,ar1-0.6,,28,5000,false,,,3,8833,"max|t|=3.72, tau=-0.0396, threshold=4.5",pass
silent-native,medium,shift,0.2,ar1-0.6,,27,5000,false,0.050000,,306,10000,"diff=24.3ns, CI_lower=12.4ns, Δ=172.3ns",pass
tacet,medium,shift,0.2,ar1-0.6,100,26,5000,false,0.000000,,368,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,26,5000,false,,,3,10000,"max|t|=2.23, tau=-0.0223, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,27,5000,false,,,0,10000,"|t|=3.52, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,27,5000,true,0.998421,,1,10000,"D=0.0378, p=0.0016, alpha=0.05",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,21,5000,false,0.510417,,375,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.5104166666666666, samples_collected: 5000 }",inconclusive
dudect,medium,shift,0.2,ar1-0.6,,27,5000,false,,,3,9984,"max|t|=3.57, tau=-0.0358, threshold=4.5",pass
tacet,medium,shift,0.2,ar1-0.6,100,11,5000,false,0.000000,,331,5000,Pass (P=0.0%),pass
ad-test,medium,shift,0.2,ar1-0.6,,29,5000,true,0.999492,,0,10000,"A²=7.1536, p=0.0005, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.6,,29,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-0.6,100,27,5000,false,0.005208,,346,5000,Pass (P=0.5%),pass
silent-native,medium,shift,0.2,ar1-0.6,,25,5000,false,0.050000,,255,10000,"diff=48.8ns, CI_lower=37.7ns, Δ=168.9ns",pass
tacet,medium,shift,0.2,ar1-0.6,100,28,5000,false,0.000000,,564,5000,Pass (P=0.0%),pass
silent-native,medium,shift,0.2,ar1-0.6,,28,5000,false,0.050000,,258,10000,"diff=23.9ns, CI_lower=12.0ns, Δ=169.2ns",pass
tacet,medium,shift,0.2,ar1-0.6,100,29,5000,false,0.000000,,337,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.6,,29,5000,false,,,3,9970,"max|t|=3.97, tau=-0.0397, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.6,,29,5000,false,,,0,10000,"|t|=3.78, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.6,,29,5000,true,0.998165,,1,10000,"D=0.0374, p=0.0018, alpha=0.05",fail
tacet,medium,shift,0.2,ar1-0.3,100,21,5000,false,0.000000,,393,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,21,5000,true,,,3,9872,"max|t|=4.68, tau=-0.0471, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,21,5000,false,,,0,10000,"|t|=3.95, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,21,5000,true,0.999213,,1,10000,"D=0.0396, p=0.0008, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,21,5000,true,0.999793,,0,10000,"A²=8.9502, p=0.0002, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,21,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,ar1-0.6,,29,5000,false,0.050000,,277,10000,"diff=25.8ns, CI_lower=14.6ns, Δ=170.4ns",pass
silent-native,medium,shift,0.2,ar1-0.6,,26,5000,false,0.050000,,243,10000,"diff=15.3ns, CI_lower=3.3ns, Δ=171.9ns",pass
dudect,medium,shift,0.2,ar1-0.3,,5,5000,false,,,12,10000,"max|t|=3.28, tau=-0.0328, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,5,5000,false,,,0,10000,"|t|=3.28, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,5,5000,false,0.938682,,1,10000,"D=0.0264, p=0.0613, alpha=0.05",pass
ad-test,medium,shift,0.2,ar1-0.3,,5,5000,true,0.995495,,0,10000,"A²=4.5845, p=0.0045, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,5,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-0.6,0.4,29,5000,false,0.135417,,337,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.13541666666666666, samples_collected: 5000 }",inconclusive
timing-tvla,medium,shift,0.2,ar1-0.3,,6,5000,true,,,0,10000,"|t|=5.55, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.3,,6,5000,true,0.999992,,1,10000,"D=0.0498, p=0.0000, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,6,5000,true,0.999978,,0,10000,"A²=13.4294, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,6,5000,false,,,0,10000,no non-overlapping box found,pass
ks-test,medium,shift,0.2,ar1-0.3,,4,5000,true,0.987261,,1,10000,"D=0.0318, p=0.0127, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,4,5000,true,0.998992,,0,10000,"A²=5.7944, p=0.0010, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,4,5000,false,,,0,10000,no non-overlapping box found,pass
tacet,medium,shift,0.2,ar1-0.3,0.4,6,5000,false,0.781250,,353,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.78125, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,100,6,5000,false,0.000000,,361,5000,Pass (P=0.0%),pass
dudect,medium,shift,0.2,ar1-0.3,,6,5000,true,,,5,10000,"max|t|=5.55, tau=-0.0555, threshold=4.5",fail
tacet,medium,shift,0.2,ar1-0.6,0.4,27,5000,false,0.093750,,1047,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.09375, samples_collected: 5000 }",inconclusive
rtlf-native,medium,shift,0.2,ar1-0.3,,20,5000,true,0.910000,,3353,10000,"significant at deciles [20, 30, 40, 50, 70], max_excess=1.56",fail
tacet,medium,shift,0.2,ar1-0.3,0.4,5,5000,false,0.223958,,342,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.22395833333333334, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,4,5000,false,0.192708,,345,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.19270833333333334, samples_collected: 5000 }",inconclusive
rtlf-native,medium,shift,0.2,ar1-0.6,,26,5000,false,0.090000,,3308,10000,"no significant deciles, max_excess=0.79",pass
tacet,medium,shift,0.2,ar1-0.3,100,5,5000,false,0.000000,,314,5000,Pass (P=0.0%),pass
rtlf-native,medium,shift,0.2,ar1-0.3,,3,5000,true,0.910000,,3459,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.00",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,25,5000,true,0.910000,,3322,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=2.62",fail
dudect,medium,shift,0.2,ar1-0.3,,22,5000,true,,,5,9921,"max|t|=6.27, tau=-0.0630, threshold=4.5",fail
timing-tvla,medium,shift,0.2,ar1-0.3,,22,5000,true,,,0,10000,"|t|=5.21, threshold=4.5",fail
dudect,medium,shift,0.2,ar1-0.3,,4,5000,false,,,8,9948,"max|t|=3.69, tau=-0.0370, threshold=4.5",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,4,5000,false,,,0,10000,"|t|=3.66, threshold=4.5",pass
silent-native,medium,shift,0.2,ar1-0.3,,4,5000,false,0.050000,,240,10000,"diff=25.1ns, CI_lower=14.1ns, Δ=171.3ns",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,8,5000,false,,,0,10000,"|t|=3.30, threshold=4.5",pass
ks-test,medium,shift,0.2,ar1-0.3,,8,5000,true,0.999273,,3,10000,"D=0.0398, p=0.0007, alpha=0.05",fail
ad-test,medium,shift,0.2,ar1-0.3,,8,5000,true,0.999208,,0,10000,"A²=6.2659, p=0.0008, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,8,5000,false,,,0,10000,no non-overlapping box found,pass
silent-native,medium,shift,0.2,ar1-0.3,,3,5000,false,0.050000,,199,10000,"diff=42.9ns, CI_lower=31.8ns, Δ=171.7ns",pass
ad-test,medium,shift,0.2,ar1-0.3,,7,5000,true,0.999973,,0,10000,"A²=12.9965, p=0.0000, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,7,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,iid,,14,5000,true,0.910000,,3211,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=3.10",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,28,5000,false,0.090000,,3414,10000,"no significant deciles, max_excess=0.96",pass
ad-test,medium,shift,0.2,ar1-0.3,,9,5000,true,0.999942,,0,10000,"A²=11.4817, p=0.0001, alpha=0.05",fail
mona,medium,shift,0.2,ar1-0.3,,9,5000,false,,,0,10000,no non-overlapping box found,pass
rtlf-native,medium,shift,0.2,ar1-0.6,,24,5000,true,0.910000,,3389,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70], max_excess=2.36",fail
tacet,medium,shift,0.2,ar1-0.3,100,22,5000,false,0.000000,,383,5000,Pass (P=0.0%),pass
silent-native,medium,shift,0.2,ar1-0.3,,5,5000,false,0.050000,,252,10000,"diff=22.4ns, CI_lower=11.3ns, Δ=170.6ns",pass
timing-tvla,medium,shift,0.2,ar1-0.3,,9,5000,true,,,0,10000,"|t|=4.75, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.3,,9,5000,true,0.999976,,1,10000,"D=0.0476, p=0.0000, alpha=0.05",fail
dudect,medium,shift,0.2,ar1-0.3,,9,5000,true,,,3,9942,"max|t|=4.89, tau=-0.0490, threshold=4.5",fail
rtlf-native,medium,shift,0.2,ar1-0.6,,27,5000,true,0.910000,,3408,10000,"significant at deciles [30, 60, 80], max_excess=1.10",fail
silent-native,medium,shift,0.2,ar1-0.3,,6,5000,false,0.050000,,229,10000,"diff=37.5ns, CI_lower=26.6ns, Δ=169.1ns",pass
tacet,medium,shift,0.2,ar1-0.3,100,9,5000,false,0.000000,,307,5000,Pass (P=0.0%),pass
timing-tvla,medium,shift,0.2,ar1-0.3,,7,5000,true,,,0,10000,"|t|=5.16, threshold=4.5",fail
ks-test,medium,shift,0.2,ar1-0.3,,7,5000,true,0.999974,,1,10000,"D=0.0474, p=0.0000, alpha=0.05",fail
dudect,medium,shift,0.2,ar1-0.3,,7,5000,true,,,3,9853,"max|t|=5.71, tau=-0.0575, threshold=4.5",fail
tacet,medium,shift,0.2,ar1-0.3,100,7,5000,false,0.000000,,394,5000,Pass (P=0.0%),pass
silent-native,medium,shift,0.2,ar1-0.3,,21,5000,false,0.050000,,237,10000,"diff=27.1ns, CI_lower=15.5ns, Δ=171.4ns",pass
silent-native,medium,shift,0.2,ar1-0.3,,7,5000,false,0.050000,,223,10000,"diff=35.2ns, CI_lower=24.5ns, Δ=170.8ns",pass
silent-native,medium,shift,0.2,ar1-0.3,,8,5000,false,0.050000,,235,10000,"diff=22.4ns, CI_lower=10.3ns, Δ=169.7ns",pass
dudect,medium,shift,0.2,ar1-0.3,,8,5000,false,,,3,9706,"max|t|=3.49, tau=-0.0354, threshold=4.5",pass
silent-native,medium,shift,0.2,ar1-0.3,,9,5000,false,0.050000,,265,10000,"diff=32.8ns, CI_lower=21.7ns, Δ=172.8ns",pass
tacet,medium,shift,0.2,ar1-0.3,0.4,8,5000,false,0.302083,,166,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.3020833333333333, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,9,5000,false,0.817708,,263,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.8177083333333334, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,100,8,5000,false,0.000000,,197,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,ar1-0.3,0.4,7,5000,false,0.723958,,429,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.7239583333333334, samples_collected: 5000 }",inconclusive
rtlf-native,medium,shift,0.2,ar1-0.6,,29,5000,true,0.910000,,3189,10000,"significant at deciles [20, 40, 50], max_excess=1.25",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,21,5000,true,0.910000,,3118,10000,"significant at deciles [10, 20, 30, 60, 70, 80], max_excess=1.54",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,6,5000,true,0.910000,,3219,10000,"significant at deciles [10, 20, 30, 40, 50, 60, 70, 80, 90], max_excess=1.88",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,5,5000,true,0.910000,,3073,10000,"significant at deciles [90], max_excess=1.11",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,4,5000,true,0.910000,,3056,10000,"significant at deciles [10, 40, 60], max_excess=1.17",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,8,5000,true,0.910000,,2508,10000,"significant at deciles [60, 70, 80], max_excess=1.52",fail
rtlf-native,medium,shift,0.2,ar1-0.3,,9,5000,true,0.910000,,2467,10000,"significant at deciles [40, 50, 60, 70, 80, 90], max_excess=1.81",fail
tacet,medium,shift,0.2,ar1-0.3,100,4,5000,false,0.000000,,2925,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,ar1-0.3,0.4,22,5000,false,0.869792,,2748,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.8697916666666666, samples_collected: 5000 }",inconclusive
rtlf-native,medium,shift,0.2,ar1-0.3,,7,5000,true,0.910000,,2541,10000,"significant at deciles [20, 30, 40, 50, 60, 70, 80, 90], max_excess=1.74",fail
tacet,medium,shift,0.2,ar1-0.6,0.4,24,5000,false,0.885417,,5932,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.8854166666666666, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.3,0.4,16,5000,false,0.130208,,5858,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.13020833333333334, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,0.4,28,5000,false,0.078125,,5171,5000,"Inconclusive: SampleBudgetExceeded { current_probability: 0.078125, samples_collected: 5000 }",inconclusive
tacet,medium,shift,0.2,ar1-0.6,100,24,5000,false,0.000000,,78,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,ar1-0.3,100,16,5000,false,0.000000,,50,5000,Pass (P=0.0%),pass
tacet,medium,shift,0.2,iid,0.4,14,5000,true,1.000000,,5964,5000,"Fail (P=100.0%, Http2Multiplexing)",fail
timing-tvla,medium,shift,1,ar1-n0.6,,2,5000,true,,,0,10000,"|t|=21.86, threshold=4.5",fail
mona,medium,shift,1,ar1-n0.6,,18,5000,true,,,0,10000,non-overlapping box found at [4-9%],fail
ad-test,medium,shift,1,ar1-n0.6,,1,5000,true,1.000000,,0,10000,"A²=205.4074, p=0.0000, alpha=0.05",fail
